Timestamp,Dónde estás trabajando,Dedicación,Tipo de contrato,Último salario mensual o retiro BRUTO (en pesos argentinos),Último salario mensual o retiro NETO (en pesos argentinos),Pagos en dólares,Si tu sueldo está dolarizado ¿Cuál fue el último valor del dólar que tomaron?,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste actualizaciones de tus ingresos laborales durante 2024? ,¿De qué % fue el ajuste total acumulado?,¿En qué mes fue el último ajuste?,Cómo considerás que están tus ingresos laborales comparados con el semestre anterior,¿Contás con beneficios adicionales?,¿Qué tan conforme estás con tus ingresos laborales?,¿Estás buscando trabajo?,Trabajo de,Años de experiencia,Antigüedad en la empresa actual,Años en el puesto actual,¿Cuántas personas tenés a cargo? ,Plataformas que utilizas en tu puesto actual ,Lenguajes de programación o tecnologías que utilices en tu puesto actual,"Frameworks, herramientas y librerías que utilices en tu puesto actual",Bases de datos,QA / Testing,Cantidad de personas en tu organización,Modalidad de trabajo,Si trabajás bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina? ,"En los últimos 6 meses, ¿se aplicó alguna política de ajustes salariales?","En los últimos 6 meses, ¿hubo reducción de personal?",¿La recomendás como un buen lugar para trabajar?,"¿Qué tanto estás usando Copilot, ChatGPT u otras herramientas de IA para tu trabajo?",¿Salir o seguir contestando?,Máximo nivel de estudios,Estado,Carrera,Institución educativa,¿Salir o seguir contestando sobre las guardias? ,¿Tenés guardias? ,Cuánto cobrás por guardia,Aclará el número que ingresaste en el campo anterior,¿Salir o seguir contestando sobre estudios? ,Tengo (edad),Género,¿Habías respondido nuestra encuesta en ediciones anteriores?,¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento en tu ciudad?
5/21/2024 7:21:41,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,7000000,4550000,Cobro todo el salario en dólares,890,No,No recibo bono,No,0,No tuve,4,Horarios flexibles,4,"No, estoy muy conforme.",Developer,21,6,6,0,"Amazon Web Services, Docker, Linux, Serverless","Bash/Shell, CSS, Go, HTML, Java, Javascript, Kotlin, Python, SQL, TypeScript","Hibernate, Next.js, Node.js, React.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, MongoDB, PostgreSQL","Cypress, JUnit, Postman",De 201 a 500 personas,100% remoto,0,"Si, por promociones y por inflación",No,10,1,Responder sobre mis estudios,Universitario,Incompleto,Analista de Sistemas,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,44,Masculino,Sí,
5/21/2024 7:23:31,Chubut,Full-Time,Staff (planta permanente),2000000,1500000,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Uno,10,Marzo,2,Licencia por nacimiento extendida,3,"No, estoy muy conforme.",Project Manager,9,5,3,3,"Kubernetes, Linux","CSS, HTML, Java, Javascript, SQL",jQuery,"Oracle, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,INFLACION,No,3,2,Terminar encuesta,,,,,,,,,,34,Femenino,Sí,
5/21/2024 7:23:56,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4000000,3000000,,,3+ sueldos,Mix de las anteriores,Más de tres,100,Abril,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Project Manager,30,3,3,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,Inflación ,No,10,0,Terminar encuesta,,,,,,,,,,55,Femenino ,Sí,
5/21/2024 7:24:14,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),550000,440000,,,No,No recibo bono,Uno,43,Marzo,1,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",BI Analyst / Data Analyst,0,25,0,0,Tableau,Ninguno de los anteriores,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,Ajuste cada 3 meses,Sí,0,1,Terminar encuesta,,,,,,,,,,37,Femenino,No,
5/21/2024 7:27:11,Santa Fe,Part-Time,Freelance,920000,900000,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,No,0,No tuve,1,Horarios flexibles,2,"Sí, estoy buscando activamente.",Developer,20,4,4,0,"Docker, Linux, VMWare, Windows Server","Arduino, CSS, Delphi, HTML, Java, Javascript, Python",Flask,"MariaDB, Microsoft SQL Server, MySQL, PostgreSQL",Postman,1 (solamente yo),100% remoto,0,No,No,0,3,Responder sobre guardias,Universitario,Completo,Tecnicatura en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,42,Masculino,Sí,
5/21/2024 7:39:12,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3000000,2500000,,,Un sueldo,Performance de la compañía,Más de tres,40,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Cuota para universidad / posgrados, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Project Manager,14,14,2,8,"Docker, Linux","HTML, Javascript, PHP, Python, SQL",jQuery,PostgreSQL,PHPUnit,De 101 a 200 personas,100% remoto,1,Gremial ,No,7,2,Terminar encuesta,,,,,,,,,,39,Masculino,Sí,Mercado libre
5/21/2024 7:44:53,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,6000000,,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Developer,8,0,0,0,"Amazon Web Services, Kubernetes","Go, Java, Python",Spring,"ElasticSearch, PostgreSQL",JUnit,De 2001a 5000 personas,100% remoto,0,,Sí,7,2,Terminar encuesta,,,,,,,,,,29,masculino,Sí,
5/21/2024 7:48:44,San Luis,Full-Time,Staff (planta permanente),2221725,1903003,Cobro todo el salario en dólares,Oficial,Un sueldo,Mix de las anteriores,No,0,No tuve,3,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Viáticos",3,"No, pero escucho ofertas.",Learning,6,2,2,0,"Ninguna de las anteriores, Moodle",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,No,10,5,Terminar encuesta,,,,,,,,,,37,Masculino,Sí,
5/21/2024 7:56:33,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2147000,2000000,Cobro parte del salario en dólares,,Un sueldo,Mix de las anteriores,Tres,62,Marzo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",SysAdmin,30,5,2,0,"Amazon Web Services, Azure, *BSD, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Perl, Python, Ruby, SQL",Hadoop,"Amazon DynamoDB, MariaDB, PostgreSQL",Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,No sé,10,3,Responder sobre guardias,,,,,,"Sí, pasiva",5,Porcentaje de mi sueldo bruto,Terminar encuesta,45,Masculino,Sí,Muchas
5/21/2024 7:58:14,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000,218000,,,No,No recibo bono,No,0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas",1,"Sí, estoy buscando activamente.",Developer,1,1,1,0,Ninguna de las anteriores,".NET, Java, SQL",Ninguno de los anteriores,"MariaDB, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 51 a 100 personas,100% presencial,0,"No, salário mínimo ",Sí,0,1,Terminar encuesta,,,,,,,,,,23,Masculino ,Sí,MELI
5/21/2024 8:00:52,Mendoza,Full-Time,Staff (planta permanente),1900000,1590000,Mi sueldo está dolarizado (pero cobro en moneda local),0,Menos de un sueldo,Performance individual,Más de tres,120,Marzo,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",Technical Leader,19,3,0,8,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server","Bash/Shell, Python, SQL",WordPress,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Si cada 2 meses,No,10,5,Terminar encuesta,,,,,,,,,,37,Masculino,Sí,ninguna
5/21/2024 8:04:33,Santa Fe,Full-Time,Staff (planta permanente),950000,780000,,,No,No recibo bono,Uno,25,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,3,0,0,0,"Azure, Windows Server",".NET, C#, SQL",".NET Framework, WPF",Microsoft SQL Server,"TFS, MSTest",De 11  a 50  personas,100% remoto,0,,No,8,1,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Computación,,Terminar encuesta,,,,,52,Masculino,Sí,Mercado Libre
5/21/2024 8:04:45,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),2600000,2100000,,,Un sueldo,Mix de las anteriores,Tres,90,Mayo,3,"Estacionamiento gratuito / subvencionado, Horarios flexibles, Descuento seguros",3,"No, estoy muy conforme.",Developer,24,14,14,0,"AIX, Linux","Java, SQL, PlSql",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,Si,No,8,0,Terminar encuesta,,,,,,,,,,47,Masculino ,Sí,
5/21/2024 8:05:06,Ciudad Autónoma de Buenos Aires,Full-Time,Participación societaria en una cooperativa,1900000,1430000,,,De uno a tres sueldos,Performance de la compañía,Dos,20,Abril,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",Cto,6,2,2,1,"Linux, Microcontroladores, VMWare, Windows Server","HTML, Javascript, Python, TypeScript",Ninguno de los anteriores,"MongoDB, MySQL","Ninguna de las anteriores, ",De 2 a 10 personas,100% presencial,0,Si ajuste bimestral ,No,10,4,Terminar encuesta,,,,,,,,,,33,Masculino,No,Techint 
5/21/2024 8:06:47,Entre Ríos,Full-Time,Staff (planta permanente),5000000,4000000,,,No,No recibo bono,Tres,60,Mayo,3,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles",3,"No, pero escucho ofertas.",Business Analyst,10,20,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,6,1,Responder sobre mis estudios,Maestría,Incompleto,Licenciatura en Administración,,Terminar encuesta,,,,,41,MASCULINO,No,Bombieri
5/21/2024 8:09:35,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),4500000,3500000,,,3+ sueldos,Performance individual,Más de tres,50,Mayo,3,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Cloud Engineer,6,2.5,2.5,1,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,Inflacion,No,8,2,Responder sobre mis estudios,Terciario,Incompleto,Licenciatura en infraestructura,ISTEA - Instituto Superior Tecnológico Empresarial Argentino,Responder sobre guardias,No,0,Neto,Terminar encuesta,46,Masculino,Sí,
5/21/2024 8:10:03,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000,760000,Mi sueldo está dolarizado (pero cobro en moneda local),No se,De uno a tres sueldos,Performance de la compañía,Más de tres,25,Abril,4,"Abono de celular, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles",4,"No, estoy muy conforme.",Architect,0,0,0,0,"Google Cloud Platform, Windows Server","CSS, Groovy, HTML, Java, Javascript, Perl, SQL","Bootstrap, Node.js, React.js","Microsoft SQL Server, Neo4j",Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,No,No sé,10,1,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Informática,,Terminar encuesta,,,,,31,Femenino,Sí,"Deberia conocer un poco mas sobre cultura interna de las empresas para poder definir eso. 
Por el momento solo conozco sobre la mia."
5/21/2024 8:12:37,Santa Fe,Full-Time,Staff (planta permanente),250000,2000000,Cobro parte del salario en dólares,1090.65 (ccl),De uno a tres sueldos,Performance de la compañía,Dos,100,Mayo,4,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Obra Social gratis para todo el grupo familiar",3,"No, pero escucho ofertas.",Manager / Director,8,8,0,40,"Arduino o similar, Docker, Firebase, Kubernetes, Linux, OpenStack, Windows Server","Arduino, Bash/Shell, Go, Perl, PHP, Python, SQL, VBA",Ninguno de los anteriores,"ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, Neo4j, PostgreSQL, ProxySQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Ajustes mensuales por inflacion a quienes cobran en Pesos Arg. ,No,6,3,Responder sobre guardias,Universitario,Completo,Licenciatura en Ciencias de la Computación,UNR - Universidad Nacional de Rosario,Terminar encuesta,No,0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,36,Masculino,Sí,desconozco
5/21/2024 8:16:53,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),2750000,2200,,,No,No recibo bono,Más de tres,45,Abril,4,Ninguna de las anteriores,3,"No, pero escucho ofertas.",Technical Leader,39,10,2,0,Linux,Javascript,Ninguno de los anteriores,MongoDB,Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,inflacion,No,9,4,Terminar encuesta,,,,,,,,,,58,Masculino,Sí,
5/21/2024 8:19:15,Córdoba,Full-Time,Staff (planta permanente),1100000,900000,,,No,No recibo bono,Uno,60,Marzo,3,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,5,4,4,0,Docker,".NET, C#, HTML, Javascript, TypeScript",".NET Core, Bootstrap, Node.js, Vue.js","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,Sí,5,5,Terminar encuesta,,,,,,,,,,24,Masculino ,Sí,
5/21/2024 8:20:17,Provincia de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1700000,1000000,,,Menos de un sueldo,Mix de las anteriores,Uno,9.5,Mayo,3,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",Developer,2,1,1,0,Ninguna de las anteriores,".NET, C#, SQL",.NET Core,Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,100% presencial,0,,No,2,0,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, pasiva",0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,24,Masculino ,Sí,
5/21/2024 8:20:32,Provincia de Buenos Aires,Full-Time,Staff (planta permanente),720000,620000,,,No,No recibo bono,Más de tres,8.77,Mayo,2,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,2,0,0,0,"Azure, Docker, Linux","Bash/Shell, Go, PHP, SQL",Ninguno de los anteriores,"MySQL, Redis",Postman,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,9,5,Terminar encuesta,,,,,,,,,,23,Masculino,Sí,
5/21/2024 8:24:48,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),850000,705000,,No,No,No recibo bono,Tres,60,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",3,"No, estoy muy conforme.",QA / Tester,4,0,2,0,Google Cloud Platform,"Java, SQL",Ninguno de los anteriores,"IBM Db2, Microsoft SQL Server","Cucumber, Postman, Selenium",De 101 a 200 personas,100% remoto,0,"Si, casi todos los meses",No sé,9,1,Terminar encuesta,,,,,,,,,,29,Masculino,Sí,"Sancor Salud, Mercado Libre, Despegar"
5/21/2024 8:26:06,Santa Fe,Full-Time,Staff (planta permanente),1900000,1500000,,,No,No recibo bono,Más de tres,5,Enero,2,"Abono de celular, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,30,22,22,0,"Docker, Linux, Windows Server","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery","Microsoft SQL Server, PostgreSQL",Visual Studio Coded UI,De 11  a 50  personas,100% presencial,0,,No,10,4,Terminar encuesta,,,,,,,,,,58,masculino,No,
5/21/2024 8:28:57,Provincia de Buenos Aires,Full-Time,Contractor,9000000,9000000,Cobro todo el salario en dólares,el blue,No,No recibo bono,No,0,No tuve,4,Vacaciones flexibles (adicionales a las reglamentarias),4,"No, estoy muy conforme.",QA / Tester,15,4,4,0,"Amazon Web Services, Docker",".NET, HTML, Java, Javascript, SQL",".NET Core, jQuery, Node.js, React.js","MariaDB, MySQL","Appium, Cypress, Jest, karate framework",De 101 a 200 personas,100% remoto,0,no,No,9,0,Terminar encuesta,,,,,,,,,,38,masculino,Sí,
5/21/2024 8:30:13,Provincia de Buenos Aires,Full-Time,Contractor,4000000,4000000,Cobro todo el salario en dólares,,No,No recibo bono,No,0,No tuve,3,"Abono de Internet, Clases de idiomas, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,20,1,8,0,"Azure, Docker, Kubernetes, Linux","Bash/Shell, Python, SQL","Spark, FastAPI","ElasticSearch, MongoDB, Redis",pytest,Más de 10000 personas,100% remoto,0,,No sé,7,5,Terminar encuesta,,,,,,,,,,45,Masculino,Sí,
5/21/2024 8:33:50,Mendoza,Full-Time,Contractor,603614,585000,,,No,No recibo bono,Tres,35,Abril,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",SysAdmin,20,12,12,2,"Docker, Firebase, Linux","Javascript, Python",Node.js,"MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,5,Acuerdo mes a mes,No,8,1,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Sistemas de Información,ORT,Responder sobre guardias,"Sí, pasiva",0,Bruto,Terminar encuesta,47,Masculino,Sí,ninguna
5/21/2024 8:35:13,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4357000,3260000,,,De uno a tres sueldos,Performance individual,Tres,40,Abril,3,"Abono de celular, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles",3,"No, pero escucho ofertas.",Manager / Director,0,7,0,30,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, SAP, VMWare, Windows Server","HTML, PHP, Python, SQL",Ninguno de los anteriores,"HANA, Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,"Si, tanto ajuste por IPC como por rendimiento",No,7,2,Terminar encuesta,,,,,,,,,,35,Masculino,Sí,
5/21/2024 8:35:40,Santa Fe,Full-Time,Contractor,990000,,Cobro todo el salario en dólares,,Un sueldo,Performance de la compañía,No,0,No tuve,2,"Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, estoy muy conforme.",Developer,18,3,6,0,Ninguna de las anteriores,"Bash/Shell, Javascript, Solidity, TypeScript","Next.js, Node.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,,No,9,3,Terminar encuesta,,,,,,,,,,40,Masculino,Sí,
5/21/2024 8:40:05,Córdoba,Full-Time,Staff (planta permanente),1045000,867000,,,No,No recibo bono,Dos,42,Marzo,2,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,3,2.5,1.5,0,Azure,".NET, C#, Javascript, SQL, Vue js",".NET Core, Vue.js",Microsoft SQL Server,Postman,De 51 a 100 personas,Híbrido (presencial y remoto),4,,Sí,8,3,Terminar encuesta,,,,,,,,,,26,Masculino,Sí,
5/21/2024 8:43:01,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1232000,1600000,Cobro parte del salario en dólares,890,No,No recibo bono,Dos,28,Marzo,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",1,"Sí, estoy buscando activamente.",Developer,20,0,0,0,Ninguna de las anteriores,"HTML, Javascript, SQL, TypeScript","Angular, Node.js","Google Cloud Storage, PostgreSQL",Jest,Más de 10000 personas,100% remoto,0,Si. Pero es insuficiente.,No sé,0,0,Responder sobre mis estudios,Terciario,Completo,Administración de la producción ,,Terminar encuesta,,,,,54,Masculino,Sí,
5/21/2024 8:46:27,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1400000,1200000,,,De uno a tres sueldos,Mix de las anteriores,Tres,50,Marzo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Consultant,14,2,2,2,"Amazon Web Services, Linux, SAP, Odoo","HTML, Python",Ninguno de los anteriores,MySQL,NUnit,De 2001a 5000 personas,100% remoto,0,No,Sí,7,2,Terminar encuesta,,,,,,,,,,35,Masculino,Sí,
